Source;Target;Label;Weight;Type
175;1041;11;0.090909091;undirected
175;2137;9;0.111111111;undirected
175;1472;10;0.1;undirected
175;2633;9;0.111111111;undirected
176;1628;9;0.111111111;undirected
176;1915;7;0.142857143;undirected
176;2018;6;0.166666667;undirected
176;1736;11;0.090909091;undirected
176;1858;12;0.083333333;undirected
176;1268;5;0.2;undirected
177;1158;11;0.090909091;undirected
177;1584;9;0.111111111;undirected
177;1028;7;0.142857143;undirected
177;2634;6;0.166666667;undirected
177;1238;9;0.111111111;undirected
177;1649;13;0.076923077;undirected
179;2635;10;0.1;undirected
179;2636;13;0.076923077;undirected
179;2637;5;0.2;undirected
179;2638;7;0.142857143;undirected
179;1271;16;0.0625;undirected
179;2111;14;0.071428571;undirected
180;2117;10;0.1;undirected
180;2129;7;0.142857143;undirected
180;2639;13;0.076923077;undirected
180;2640;13;0.076923077;undirected
180;2641;10;0.1;undirected
180;1803;6;0.166666667;undirected
181;2057;8;0.125;undirected
181;2642;9;0.111111111;undirected
181;1199;15;0.066666667;undirected
181;2016;12;0.083333333;undirected
181;2643;9;0.111111111;undirected
181;1569;5;0.2;undirected
182;2644;11;0.090909091;undirected
182;1639;7;0.142857143;undirected
182;2645;12;0.083333333;undirected
182;2646;14;0.071428571;undirected
182;2647;5;0.2;undirected
182;1771;9;0.111111111;undirected
183;2104;12;0.083333333;undirected
183;2119;5;0.2;undirected
183;2648;9;0.111111111;undirected
183;2649;8;0.125;undirected
183;1937;9;0.111111111;undirected
183;2650;8;0.125;undirected
185;2651;5;0.2;undirected
185;2105;7;0.142857143;undirected
185;1518;5;0.2;undirected
185;2652;8;0.125;undirected
185;2653;9;0.111111111;undirected
185;1538;10;0.1;undirected
186;2654;6;0.166666667;undirected
186;1812;10;0.1;undirected
186;2655;11;0.090909091;undirected
186;2656;7;0.142857143;undirected
186;2128;11;0.090909091;undirected
186;2657;7;0.142857143;undirected
187;2087;8;0.125;undirected
187;1559;13;0.076923077;undirected
187;1118;5;0.2;undirected
187;2124;16;0.0625;undirected
187;1827;5;0.2;undirected
187;1203;9;0.111111111;undirected
188;2658;8;0.125;undirected
188;2659;7;0.142857143;undirected
188;1146;5;0.2;undirected
188;2660;7;0.142857143;undirected
188;1901;6;0.166666667;undirected
188;2661;6;0.166666667;undirected
189;2662;7;0.142857143;undirected
189;2663;6;0.166666667;undirected
189;2664;5;0.2;undirected
189;1336;7;0.142857143;undirected
189;2665;10;0.1;undirected
189;2666;6;0.166666667;undirected
190;1320;8;0.125;undirected
190;1384;10;0.1;undirected
190;2667;15;0.066666667;undirected
190;2668;5;0.2;undirected
190;2669;5;0.2;undirected
190;2670;8;0.125;undirected
191;1835;15;0.066666667;undirected
191;2671;8;0.125;undirected
191;2672;9;0.111111111;undirected
191;2673;11;0.090909091;undirected
191;2674;6;0.166666667;undirected
191;1448;9;0.111111111;undirected
192;1257;8;0.125;undirected
192;2675;5;0.2;undirected
192;1855;6;0.166666667;undirected
192;1741;10;0.1;undirected
192;2676;2;0.5;undirected
192;2150;8;0.125;undirected
194;2677;7;0.142857143;undirected
194;2678;7;0.142857143;undirected
194;1358;5;0.2;undirected
194;2679;9;0.111111111;undirected
194;2680;7;0.142857143;undirected
194;2681;1;1;undirected
195;2682;9;0.111111111;undirected
195;1250;10;0.1;undirected
195;1120;7;0.142857143;undirected
195;1409;11;0.090909091;undirected
195;1458;5;0.2;undirected
195;1637;5;0.2;undirected
196;2683;8;0.125;undirected
196;2684;10;0.1;undirected
196;2685;10;0.1;undirected
196;2686;8;0.125;undirected
196;2687;9;0.111111111;undirected
196;2023;5;0.2;undirected
197;2688;8;0.125;undirected
197;2689;4;0.25;undirected
197;2690;15;0.066666667;undirected
197;1263;13;0.076923077;undirected
197;2691;8;0.125;undirected
197;2692;13;0.076923077;undirected
198;2070;11;0.090909091;undirected
198;1647;13;0.076923077;undirected
198;2693;6;0.166666667;undirected
198;1190;20;0.05;undirected
198;1784;12;0.083333333;undirected
198;1816;10;0.1;undirected
199;2694;10;0.1;undirected
199;1591;8;0.125;undirected
199;2695;5;0.2;undirected
199;2696;14;0.071428571;undirected
199;2697;8;0.125;undirected
199;2698;6;0.166666667;undirected
200;1040;7;0.142857143;undirected
200;2699;11;0.090909091;undirected
200;1883;5;0.2;undirected
200;2700;9;0.111111111;undirected
200;2701;8;0.125;undirected
200;2193;3;0.333333333;undirected
201;2702;9;0.111111111;undirected
201;2703;6;0.166666667;undirected
201;1550;7;0.142857143;undirected
201;2704;4;0.25;undirected
201;1437;7;0.142857143;undirected
201;1832;7;0.142857143;undirected
202;1607;10;0.1;undirected
202;2705;11;0.090909091;undirected
202;1522;11;0.090909091;undirected
202;1135;9;0.111111111;undirected
202;2706;10;0.1;undirected
202;1119;11;0.090909091;undirected
203;1880;10;0.1;undirected
203;1481;14;0.071428571;undirected
203;1618;5;0.2;undirected
203;2036;9;0.111111111;undirected
203;2140;7;0.142857143;undirected
203;1722;12;0.083333333;undirected
204;1542;9;0.111111111;undirected
204;2707;11;0.090909091;undirected
204;1861;4;0.25;undirected
204;1852;11;0.090909091;undirected
204;1957;5;0.2;undirected
204;2708;10;0.1;undirected
205;2709;8;0.125;undirected
205;1347;8;0.125;undirected
205;2710;10;0.1;undirected
205;2711;7;0.142857143;undirected
205;2712;4;0.25;undirected
205;1330;10;0.1;undirected
206;1531;7;0.142857143;undirected
206;2713;8;0.125;undirected
206;2714;8;0.125;undirected
206;2715;8;0.125;undirected
206;2716;5;0.2;undirected
206;2717;8;0.125;undirected
207;2718;11;0.090909091;undirected
207;1153;7;0.142857143;undirected
207;1039;5;0.2;undirected
207;2719;8;0.125;undirected
207;2720;5;0.2;undirected
207;2721;8;0.125;undirected
208;2722;8;0.125;undirected
208;2055;6;0.166666667;undirected
208;2723;13;0.076923077;undirected
208;2724;11;0.090909091;undirected
208;1729;6;0.166666667;undirected
208;2132;4;0.25;undirected
209;2725;5;0.2;undirected
209;2726;7;0.142857143;undirected
209;2727;4;0.25;undirected
209;2728;10;0.1;undirected
209;2729;6;0.166666667;undirected
209;1751;9;0.111111111;undirected
210;1371;7;0.142857143;undirected
210;1671;3;0.333333333;undirected
210;2730;9;0.111111111;undirected
210;2731;8;0.125;undirected
210;2732;4;0.25;undirected
210;2733;10;0.1;undirected
211;1906;6;0.166666667;undirected
211;1412;9;0.111111111;undirected
211;2734;5;0.2;undirected
211;1536;6;0.166666667;undirected
211;1139;11;0.090909091;undirected
211;1806;9;0.111111111;undirected
212;1332;14;0.071428571;undirected
212;2735;2;0.5;undirected
212;2736;6;0.166666667;undirected
212;1846;9;0.111111111;undirected
212;1902;8;0.125;undirected
212;1798;7;0.142857143;undirected
213;2165;5;0.2;undirected
213;2737;5;0.2;undirected
213;2738;7;0.142857143;undirected
213;2739;6;0.166666667;undirected
213;2740;8;0.125;undirected
213;2741;7;0.142857143;undirected
214;1704;9;0.111111111;undirected
214;2742;8;0.125;undirected
214;2743;8;0.125;undirected
214;2744;3;0.333333333;undirected
214;2745;5;0.2;undirected
214;2746;10;0.1;undirected
215;2199;5;0.2;undirected
215;1377;5;0.2;undirected
215;1430;5;0.2;undirected
215;2747;15;0.066666667;undirected
215;1927;6;0.166666667;undirected
215;1197;9;0.111111111;undirected
216;2748;6;0.166666667;undirected
216;2749;8;0.125;undirected
216;2750;3;0.333333333;undirected
216;2751;11;0.090909091;undirected
216;1552;9;0.111111111;undirected
216;1723;12;0.083333333;undirected
217;1114;6;0.166666667;undirected
217;1420;10;0.1;undirected
217;1738;5;0.2;undirected
217;1909;10;0.1;undirected
217;1592;13;0.076923077;undirected
217;2059;8;0.125;undirected
218;2752;4;0.25;undirected
218;1455;11;0.090909091;undirected
218;1648;7;0.142857143;undirected
218;1787;8;0.125;undirected
218;1026;11;0.090909091;undirected
218;1082;8;0.125;undirected
219;2753;11;0.090909091;undirected
219;2754;11;0.090909091;undirected
219;2755;5;0.2;undirected
219;2179;5;0.2;undirected
219;2756;8;0.125;undirected
219;1210;9;0.111111111;undirected
220;2757;4;0.25;undirected
220;2758;5;0.2;undirected
220;2759;12;0.083333333;undirected
220;2760;7;0.142857143;undirected
220;2761;9;0.111111111;undirected
220;1668;7;0.142857143;undirected
221;1933;10;0.1;undirected
221;2145;7;0.142857143;undirected
221;1406;11;0.090909091;undirected
221;2762;5;0.2;undirected
221;2033;7;0.142857143;undirected
221;1298;14;0.071428571;undirected
222;1984;7;0.142857143;undirected
222;1619;6;0.166666667;undirected
222;1285;7;0.142857143;undirected
222;2763;6;0.166666667;undirected
222;1842;6;0.166666667;undirected
222;1718;8;0.125;undirected
223;1693;11;0.090909091;undirected
223;2764;10;0.1;undirected
223;1612;12;0.083333333;undirected
223;1529;10;0.1;undirected
223;2765;8;0.125;undirected
223;1157;8;0.125;undirected
224;2766;12;0.083333333;undirected
224;2767;6;0.166666667;undirected
224;2768;8;0.125;undirected
224;2769;12;0.083333333;undirected
224;2770;6;0.166666667;undirected
224;1477;7;0.142857143;undirected
225;2771;11;0.090909091;undirected
225;2159;11;0.090909091;undirected
225;2772;9;0.111111111;undirected
225;2773;10;0.1;undirected
225;2774;9;0.111111111;undirected
225;2775;10;0.1;undirected
226;2776;5;0.2;undirected
226;2777;11;0.090909091;undirected
226;1015;3;0.333333333;undirected
226;2778;13;0.076923077;undirected
226;2779;10;0.1;undirected
226;1654;12;0.083333333;undirected
227;1908;11;0.090909091;undirected
227;1586;5;0.2;undirected
227;1593;10;0.1;undirected
227;1982;8;0.125;undirected
227;2780;5;0.2;undirected
227;1743;12;0.083333333;undirected
228;2035;11;0.090909091;undirected
228;2781;8;0.125;undirected
228;1998;14;0.071428571;undirected
228;1500;5;0.2;undirected
228;1727;3;0.333333333;undirected
228;2782;7;0.142857143;undirected
230;2783;9;0.111111111;undirected
230;2784;9;0.111111111;undirected
230;1548;11;0.090909091;undirected
230;2785;10;0.1;undirected
230;2786;10;0.1;undirected
230;2787;12;0.083333333;undirected
231;1735;9;0.111111111;undirected
231;2788;4;0.25;undirected
231;2789;15;0.066666667;undirected
231;2790;9;0.111111111;undirected
231;2791;11;0.090909091;undirected
231;2792;7;0.142857143;undirected
232;2793;6;0.166666667;undirected
232;2794;7;0.142857143;undirected
232;2795;6;0.166666667;undirected
232;1646;5;0.2;undirected
232;2796;9;0.111111111;undirected
232;2797;3;0.333333333;undirected
233;2798;8;0.125;undirected
233;2799;8;0.125;undirected
233;2800;5;0.2;undirected
233;2801;4;0.25;undirected
233;1341;9;0.111111111;undirected
233;2802;10;0.1;undirected
234;2103;10;0.1;undirected
234;2803;7;0.142857143;undirected
234;2804;5;0.2;undirected
234;2805;4;0.25;undirected
234;2806;12;0.083333333;undirected
234;1519;7;0.142857143;undirected
236;2091;9;0.111111111;undirected
236;1898;14;0.071428571;undirected
236;2012;10;0.1;undirected
236;2194;8;0.125;undirected
236;2807;14;0.071428571;undirected
236;1368;10;0.1;undirected
237;2138;7;0.142857143;undirected
237;1150;8;0.125;undirected
237;2808;5;0.2;undirected
237;2809;8;0.125;undirected
237;1808;9;0.111111111;undirected
237;2810;8;0.125;undirected
240;2067;4;0.25;undirected
240;2811;9;0.111111111;undirected
240;2812;10;0.1;undirected
240;2813;5;0.2;undirected
240;2814;11;0.090909091;undirected
240;2815;14;0.071428571;undirected
241;1698;9;0.111111111;undirected
241;1172;4;0.25;undirected
241;1246;14;0.071428571;undirected
241;2060;12;0.083333333;undirected
241;1209;9;0.111111111;undirected
241;2816;8;0.125;undirected
242;2817;6;0.166666667;undirected
242;2818;3;0.333333333;undirected
242;1691;5;0.2;undirected
242;2819;9;0.111111111;undirected
242;2820;11;0.090909091;undirected
242;2821;6;0.166666667;undirected
243;2822;6;0.166666667;undirected
243;1555;11;0.090909091;undirected
243;2823;5;0.2;undirected
243;2824;9;0.111111111;undirected
243;2825;7;0.142857143;undirected
243;2826;6;0.166666667;undirected
244;2827;13;0.076923077;undirected
244;2828;13;0.076923077;undirected
244;2829;5;0.2;undirected
244;2830;6;0.166666667;undirected
244;2831;13;0.076923077;undirected
244;1496;10;0.1;undirected
245;1791;11;0.090909091;undirected
245;1793;15;0.066666667;undirected
245;1627;7;0.142857143;undirected
245;2832;14;0.071428571;undirected
245;1363;6;0.166666667;undirected
245;2075;6;0.166666667;undirected
246;2833;6;0.166666667;undirected
246;2834;9;0.111111111;undirected
246;1686;2;0.5;undirected
246;2835;9;0.111111111;undirected
246;2836;11;0.090909091;undirected
246;2837;6;0.166666667;undirected
247;2838;11;0.090909091;undirected
247;2839;10;0.1;undirected
247;1255;10;0.1;undirected
247;2840;7;0.142857143;undirected
247;2841;7;0.142857143;undirected
247;2842;6;0.166666667;undirected
248;1921;9;0.111111111;undirected
248;2843;5;0.2;undirected
248;1295;5;0.2;undirected
248;1903;4;0.25;undirected
248;1407;10;0.1;undirected
248;2186;6;0.166666667;undirected
250;2844;7;0.142857143;undirected
250;2845;10;0.1;undirected
250;2846;10;0.1;undirected
250;2847;13;0.076923077;undirected
250;1916;7;0.142857143;undirected
250;1681;5;0.2;undirected
252;1589;12;0.083333333;undirected
252;1742;5;0.2;undirected
252;2848;12;0.083333333;undirected
252;2849;4;0.25;undirected
252;2850;8;0.125;undirected
252;2851;16;0.0625;undirected
255;1676;14;0.071428571;undirected
255;2089;12;0.083333333;undirected
255;1310;4;0.25;undirected
255;2852;9;0.111111111;undirected
255;2080;10;0.1;undirected
255;2853;10;0.1;undirected
258;2854;6;0.166666667;undirected
258;2855;7;0.142857143;undirected
258;2856;12;0.083333333;undirected
258;1999;10;0.1;undirected
258;1597;8;0.125;undirected
258;1220;6;0.166666667;undirected
259;1189;11;0.090909091;undirected
259;2857;8;0.125;undirected
259;2858;14;0.071428571;undirected
259;2859;10;0.1;undirected
259;2860;7;0.142857143;undirected
259;2861;13;0.076923077;undirected
261;2862;10;0.1;undirected
261;1156;8;0.125;undirected
261;2863;9;0.111111111;undirected
261;1994;8;0.125;undirected
261;1868;4;0.25;undirected
261;1823;9;0.111111111;undirected
262;2864;12;0.083333333;undirected
262;2865;12;0.083333333;undirected
262;1198;12;0.083333333;undirected
262;1402;10;0.1;undirected
262;2866;8;0.125;undirected
262;1930;5;0.2;undirected
263;2867;10;0.1;undirected
263;1173;14;0.071428571;undirected
263;2868;8;0.125;undirected
263;1645;12;0.083333333;undirected
263;1642;9;0.111111111;undirected
263;2005;9;0.111111111;undirected
264;1327;9;0.111111111;undirected
264;1492;10;0.1;undirected
264;2869;10;0.1;undirected
264;1399;10;0.1;undirected
264;1351;5;0.2;undirected
264;1390;6;0.166666667;undirected
265;2870;5;0.2;undirected
265;2136;7;0.142857143;undirected
265;2871;10;0.1;undirected
265;1011;10;0.1;undirected
265;2872;9;0.111111111;undirected
265;1885;8;0.125;undirected
266;2873;12;0.083333333;undirected
266;2874;7;0.142857143;undirected
266;1974;12;0.083333333;undirected
266;1697;14;0.071428571;undirected
266;1836;7;0.142857143;undirected
266;1168;9;0.111111111;undirected
267;2875;6;0.166666667;undirected
267;1583;9;0.111111111;undirected
267;2876;7;0.142857143;undirected
267;2877;15;0.066666667;undirected
267;1160;8;0.125;undirected
267;2878;8;0.125;undirected
268;2879;4;0.25;undirected
268;2880;8;0.125;undirected
268;2881;6;0.166666667;undirected
268;1037;6;0.166666667;undirected
268;2882;4;0.25;undirected
268;2883;7;0.142857143;undirected
269;2152;1;1;undirected
269;2884;10;0.1;undirected
269;2885;9;0.111111111;undirected
269;2886;6;0.166666667;undirected
269;1303;10;0.1;undirected
269;2172;4;0.25;undirected
270;2887;3;0.333333333;undirected
270;2888;8;0.125;undirected
270;2889;15;0.066666667;undirected
270;2890;8;0.125;undirected
270;1577;10;0.1;undirected
270;2891;7;0.142857143;undirected
273;1923;8;0.125;undirected
273;2022;11;0.090909091;undirected
273;1071;11;0.090909091;undirected
273;1895;8;0.125;undirected
273;1225;14;0.071428571;undirected
273;1795;7;0.142857143;undirected
274;2892;10;0.1;undirected
274;2893;10;0.1;undirected
274;2894;5;0.2;undirected
274;2895;5;0.2;undirected
274;2896;9;0.111111111;undirected
274;1900;7;0.142857143;undirected
276;2897;10;0.1;undirected
276;2158;9;0.111111111;undirected
276;2898;5;0.2;undirected
276;1006;12;0.083333333;undirected
276;1489;8;0.125;undirected
276;1961;7;0.142857143;undirected
277;2899;5;0.2;undirected
277;1240;4;0.25;undirected
277;1476;11;0.090909091;undirected
277;1405;10;0.1;undirected
277;1924;5;0.2;undirected
277;2900;7;0.142857143;undirected
278;2901;9;0.111111111;undirected
278;1236;2;0.5;undirected
278;1247;10;0.1;undirected
278;2902;10;0.1;undirected
278;2903;4;0.25;undirected
278;1193;11;0.090909091;undirected
279;2904;7;0.142857143;undirected
279;2192;8;0.125;undirected
279;1825;6;0.166666667;undirected
279;1282;4;0.25;undirected
279;1807;6;0.166666667;undirected
279;2008;8;0.125;undirected
280;2905;8;0.125;undirected
280;2906;6;0.166666667;undirected
280;1989;8;0.125;undirected
280;1111;10;0.1;undirected
280;2907;5;0.2;undirected
280;1085;6;0.166666667;undirected
281;2076;4;0.25;undirected
281;2908;8;0.125;undirected
281;1566;9;0.111111111;undirected
281;2044;9;0.111111111;undirected
281;1965;9;0.111111111;undirected
281;1564;8;0.125;undirected
283;1544;10;0.1;undirected
283;1967;13;0.076923077;undirected
283;2909;14;0.071428571;undirected
283;2024;9;0.111111111;undirected
283;2013;8;0.125;undirected
283;2910;10;0.1;undirected
287;2911;5;0.2;undirected
287;2912;8;0.125;undirected
287;2913;5;0.2;undirected
287;2914;8;0.125;undirected
287;2915;7;0.142857143;undirected
287;1004;11;0.090909091;undirected
289;2916;5;0.2;undirected
289;1195;9;0.111111111;undirected
289;1799;10;0.1;undirected
289;1897;7;0.142857143;undirected
289;2019;8;0.125;undirected
289;2917;11;0.090909091;undirected
290;1315;15;0.066666667;undirected
290;2918;14;0.071428571;undirected
290;2919;9;0.111111111;undirected
290;2920;6;0.166666667;undirected
290;1753;4;0.25;undirected
290;2921;9;0.111111111;undirected
292;1463;8;0.125;undirected
292;1393;5;0.2;undirected
292;1231;6;0.166666667;undirected
292;1728;11;0.090909091;undirected
292;1466;9;0.111111111;undirected
292;1259;4;0.25;undirected
293;1170;8;0.125;undirected
293;2095;10;0.1;undirected
293;2148;10;0.1;undirected
293;2922;8;0.125;undirected
293;2923;7;0.142857143;undirected
293;1620;7;0.142857143;undirected
294;2924;8;0.125;undirected
294;2925;9;0.111111111;undirected
294;1945;5;0.2;undirected
294;2926;9;0.111111111;undirected
294;2927;10;0.1;undirected
294;2928;9;0.111111111;undirected
295;2929;11;0.090909091;undirected
295;1662;7;0.142857143;undirected
295;1517;8;0.125;undirected
295;2930;12;0.083333333;undirected
295;1001;4;0.25;undirected
295;1813;6;0.166666667;undirected
296;1819;8;0.125;undirected
296;1775;7;0.142857143;undirected
296;1163;11;0.090909091;undirected
296;1178;6;0.166666667;undirected
296;2054;8;0.125;undirected
296;2931;4;0.25;undirected
297;1692;5;0.2;undirected
297;2932;8;0.125;undirected
297;1072;8;0.125;undirected
297;1968;13;0.076923077;undirected
297;1622;8;0.125;undirected
297;2933;6;0.166666667;undirected
298;2934;3;0.333333333;undirected
298;1800;7;0.142857143;undirected
298;2935;9;0.111111111;undirected
298;2936;6;0.166666667;undirected
298;2937;6;0.166666667;undirected
298;2938;5;0.2;undirected
299;2939;13;0.076923077;undirected
299;2940;5;0.2;undirected
299;2941;8;0.125;undirected
299;1504;9;0.111111111;undirected
299;2942;7;0.142857143;undirected
299;2943;10;0.1;undirected
300;1833;6;0.166666667;undirected
300;2944;13;0.076923077;undirected
300;1831;4;0.25;undirected
300;1526;5;0.2;undirected
300;1734;7;0.142857143;undirected
300;2945;8;0.125;undirected
301;2946;13;0.076923077;undirected
301;1707;6;0.166666667;undirected
301;1355;6;0.166666667;undirected
301;2200;9;0.111111111;undirected
301;2947;12;0.083333333;undirected
301;2948;10;0.1;undirected
302;2949;8;0.125;undirected
302;2950;12;0.083333333;undirected
302;2951;10;0.1;undirected
302;1516;8;0.125;undirected
302;2952;5;0.2;undirected
302;1521;6;0.166666667;undirected
304;1084;17;0.058823529;undirected
304;2953;15;0.066666667;undirected
304;2954;7;0.142857143;undirected
304;2955;9;0.111111111;undirected
304;2956;9;0.111111111;undirected
304;2957;4;0.25;undirected
305;1960;6;0.166666667;undirected
305;2958;10;0.1;undirected
305;1685;9;0.111111111;undirected
305;1802;8;0.125;undirected
305;1733;5;0.2;undirected
305;1766;10;0.1;undirected
307;2959;14;0.071428571;undirected
307;1792;6;0.166666667;undirected
307;2960;6;0.166666667;undirected
307;1834;3;0.333333333;undirected
307;2961;9;0.111111111;undirected
307;2962;8;0.125;undirected
308;1124;6;0.166666667;undirected
308;2963;5;0.2;undirected
308;1926;7;0.142857143;undirected
308;2964;12;0.083333333;undirected
308;2965;10;0.1;undirected
308;2966;10;0.1;undirected
309;2967;11;0.090909091;undirected
309;1031;9;0.111111111;undirected
309;2046;7;0.142857143;undirected
309;1990;9;0.111111111;undirected
309;2968;8;0.125;undirected
309;2969;12;0.083333333;undirected
310;2970;13;0.076923077;undirected
310;2971;8;0.125;undirected
310;1854;12;0.083333333;undirected
310;2972;16;0.0625;undirected
310;2011;9;0.111111111;undirected
310;2973;5;0.2;undirected
312;2974;9;0.111111111;undirected
312;1613;9;0.111111111;undirected
312;2975;10;0.1;undirected
312;2976;10;0.1;undirected
312;2977;10;0.1;undirected
312;2978;9;0.111111111;undirected
313;1971;10;0.1;undirected
313;1066;8;0.125;undirected
313;2979;4;0.25;undirected
313;2980;10;0.1;undirected
313;1232;10;0.1;undirected
313;2154;5;0.2;undirected
314;2981;10;0.1;undirected
314;2982;9;0.111111111;undirected
314;1918;5;0.2;undirected
314;1254;11;0.090909091;undirected
314;1349;6;0.166666667;undirected
314;1340;17;0.058823529;undirected
315;2983;7;0.142857143;undirected
315;2984;12;0.083333333;undirected
315;1079;7;0.142857143;undirected
315;2985;9;0.111111111;undirected
315;2986;6;0.166666667;undirected
315;2987;9;0.111111111;undirected
316;2133;10;0.1;undirected
316;2988;7;0.142857143;undirected
316;2989;5;0.2;undirected
316;2990;12;0.083333333;undirected
316;2991;3;0.333333333;undirected
316;2992;11;0.090909091;undirected
317;1155;4;0.25;undirected
317;1061;9;0.111111111;undirected
317;2072;10;0.1;undirected
317;1223;8;0.125;undirected
317;2993;13;0.076923077;undirected
317;1089;5;0.2;undirected
318;2994;11;0.090909091;undirected
318;2995;8;0.125;undirected
318;2996;8;0.125;undirected
318;1385;7;0.142857143;undirected
318;2997;8;0.125;undirected
318;2998;7;0.142857143;undirected
319;2999;3;0.333333333;undirected
319;1129;5;0.2;undirected
319;2071;9;0.111111111;undirected
319;1881;8;0.125;undirected
319;2183;9;0.111111111;undirected
319;1179;7;0.142857143;undirected
320;3000;11;0.090909091;undirected
320;1674;7;0.142857143;undirected
320;3001;9;0.111111111;undirected
320;1616;12;0.083333333;undirected
320;1260;6;0.166666667;undirected
320;1154;9;0.111111111;undirected
321;1502;12;0.083333333;undirected
321;1525;10;0.1;undirected
321;2171;8;0.125;undirected
321;2131;10;0.1;undirected
321;3002;7;0.142857143;undirected
321;3003;5;0.2;undirected
322;3004;8;0.125;undirected
322;3005;14;0.071428571;undirected
322;1175;13;0.076923077;undirected
322;3006;10;0.1;undirected
322;3007;7;0.142857143;undirected
322;3008;7;0.142857143;undirected
324;3009;5;0.2;undirected
324;3010;11;0.090909091;undirected
324;1314;10;0.1;undirected
324;3011;8;0.125;undirected
324;3012;11;0.090909091;undirected
324;2122;9;0.111111111;undirected
328;1623;15;0.066666667;undirected
328;1102;9;0.111111111;undirected
328;1305;4;0.25;undirected
328;3013;8;0.125;undirected
328;1286;12;0.083333333;undirected
328;2160;7;0.142857143;undirected
329;1083;12;0.083333333;undirected
329;3014;8;0.125;undirected
329;1080;8;0.125;undirected
329;1602;9;0.111111111;undirected
329;1196;9;0.111111111;undirected
329;1184;5;0.2;undirected
330;2090;14;0.071428571;undirected
330;1684;8;0.125;undirected
330;3015;6;0.166666667;undirected
330;3016;11;0.090909091;undirected
330;1973;11;0.090909091;undirected
330;3017;5;0.2;undirected
331;1755;8;0.125;undirected
331;1138;6;0.166666667;undirected
331;1344;7;0.142857143;undirected
331;1357;6;0.166666667;undirected
331;1794;15;0.066666667;undirected
331;1714;9;0.111111111;undirected
332;1709;10;0.1;undirected
332;3018;13;0.076923077;undirected
332;3019;3;0.333333333;undirected
332;1675;10;0.1;undirected
332;1134;16;0.0625;undirected
332;1667;11;0.090909091;undirected
333;3020;6;0.166666667;undirected
333;3021;5;0.2;undirected
333;1434;10;0.1;undirected
333;3022;8;0.125;undirected
333;3023;8;0.125;undirected
333;3024;7;0.142857143;undirected
334;3025;6;0.166666667;undirected
334;3026;6;0.166666667;undirected
334;1113;14;0.071428571;undirected
334;1747;4;0.25;undirected
334;1578;7;0.142857143;undirected
334;1513;8;0.125;undirected
336;3027;12;0.083333333;undirected
336;3028;6;0.166666667;undirected
336;1365;5;0.2;undirected
336;3029;10;0.1;undirected
336;3030;8;0.125;undirected
336;3031;7;0.142857143;undirected
337;2182;10;0.1;undirected
337;3032;9;0.111111111;undirected
337;3033;9;0.111111111;undirected
337;3034;7;0.142857143;undirected
337;3035;5;0.2;undirected
337;1002;5;0.2;undirected
338;3036;13;0.076923077;undirected
338;3037;1;1;undirected
338;3038;15;0.066666667;undirected
338;3039;15;0.066666667;undirected
338;3040;12;0.083333333;undirected
338;1514;8;0.125;undirected
339;3041;6;0.166666667;undirected
339;1769;9;0.111111111;undirected
339;1860;9;0.111111111;undirected
339;2174;8;0.125;undirected
339;1715;4;0.25;undirected
339;1866;6;0.166666667;undirected
340;3042;8;0.125;undirected
340;1060;7;0.142857143;undirected
340;1215;6;0.166666667;undirected
340;3043;14;0.071428571;undirected
340;3044;11;0.090909091;undirected
340;3045;8;0.125;undirected
341;1106;4;0.25;undirected
341;1581;6;0.166666667;undirected
341;3046;5;0.2;undirected
341;1874;13;0.076923077;undirected
341;1426;14;0.071428571;undirected
341;3047;6;0.166666667;undirected
342;3048;9;0.111111111;undirected
342;1244;7;0.142857143;undirected
342;1109;9;0.111111111;undirected
342;1214;11;0.090909091;undirected
342;3049;13;0.076923077;undirected
342;3050;6;0.166666667;undirected
343;1429;9;0.111111111;undirected
343;1321;12;0.083333333;undirected
343;3051;7;0.142857143;undirected
343;1059;9;0.111111111;undirected
343;1266;11;0.090909091;undirected
343;3052;4;0.25;undirected
344;3053;6;0.166666667;undirected
344;1287;12;0.083333333;undirected
344;3054;14;0.071428571;undirected
344;1229;9;0.111111111;undirected
344;1815;12;0.083333333;undirected
344;1470;9;0.111111111;undirected
345;1188;7;0.142857143;undirected
345;3055;12;0.083333333;undirected
345;1580;6;0.166666667;undirected
345;1551;3;0.333333333;undirected
345;1820;7;0.142857143;undirected
345;3056;6;0.166666667;undirected
346;3057;9;0.111111111;undirected
346;1956;7;0.142857143;undirected
346;1764;7;0.142857143;undirected
346;1392;7;0.142857143;undirected
346;1573;6;0.166666667;undirected
346;2009;12;0.083333333;undirected
350;3058;7;0.142857143;undirected
350;1541;7;0.142857143;undirected
350;1739;10;0.1;undirected
350;1482;7;0.142857143;undirected
350;3059;6;0.166666667;undirected
350;1543;9;0.111111111;undirected
351;3060;7;0.142857143;undirected
351;3061;6;0.166666667;undirected
351;3062;11;0.090909091;undirected
351;3063;6;0.166666667;undirected
351;1774;6;0.166666667;undirected
351;3064;6;0.166666667;undirected
352;3065;14;0.071428571;undirected
352;3066;12;0.083333333;undirected
352;3067;10;0.1;undirected
352;3068;13;0.076923077;undirected
352;1281;7;0.142857143;undirected
352;1297;5;0.2;undirected
353;1180;3;0.333333333;undirected
353;1699;6;0.166666667;undirected
